movieId,tag
98961,"fictional history,glorifies torture,plotless,slow,terrorism,realism,realistic,true story,21st century,al qaeda,area 51,assassination,car dealer,cia,dog,ex special forces,f word,female protagonist,gunfight,helicopter crash,hotel,iraq,islamabad,man hunt,military,monkey,mossad,navy seal,osama bin laden,pakistan,post 9/11,prison camp,prisoner,raid,special forces,suicide bombing,terrorist,terrorist group,text message,tied up,torturing,van,violence,water torture,woman director,fictional history,inaccurate,intel,military,Pakistan,United States,war,dramatic,American propaganda,propaganda,Osama bin Laden,politics,fictional history,Oscar Nominee: Best Picture,Oscar Nominee: Best Picture 2012,American propaganda,Inaccurate,complex morality,military,politics,Afghanistan,assassination,military,Pakistan,terrorism,politics,American propaganda,Inaccurate,American propaganda,Fictional,Inaccurate,Oscar Nominee: Best Picture,Inaccurate,military,propaganda,torture,cast,engaging,inaccurate,propaganda,action,Afghanistan,america,American propaganda,assault,cinematography,complex,complex morality,Director: Kathryn Bigelow,dramatic,engaging,Fictional,fictional history,interrogation,Jason Clarke,Jennifer Ehle,Jessica Chastain,military,navy seals,Osama bin Laden,Oscar 2013,Oscar Nominee: Best Picture,Pakistan,political,politics,propaganda,slow,Soundtrack: Alexandre Desplat,spec ops,tense,terrorism,United States,war,war,CIA,terrorism,assassination,military,politics,terrorism,American propaganda,cinematography,complex morality,9/1,action,terrorism,war,complex morality,American propaganda,Jessica Chastain,Kathryn Bigelow,American propaganda,assassination,complex morality,Jessica Chastain,Kathryn Bigelow,American propaganda,assassination,fictional history,Inaccurate,propaganda,dramatic,dramatic,Jessica Chastain,propaganda,complex morality,dramatic,military,tense,terrorism,war,Jessica Chastain,American propaganda,propaganda,Osama bin Laden,terrorism,torture,dramatic,complex,complex morality,military,Oscar Nominee: Best Picture,terrorism,Kathryn Bigelow,military,terrorism,war,BD-Video,overrated,plotless,documentary style,politics,terrorism,torture,war,btaege,na dysku,assassination,politics,war,dramatic,Jessica Chastain,American propaganda,military,action,CIA,complex,dramatic,fictional history,navy seals,political,politics,spec ops,tense,america,predictable,American propaganda,Kathryn Bigelow,propaganda,Jessica Chastain,Kathryn Bigelow,Oscar 2013,war,CIA,military,politics,Osama bin Laden,dramatic,complex morality,criticism,Jessica Chastain,Kathryn Bigelow,action,CIA,dramatic,politics,propaganda,terrorism,American propaganda,politics,terrorism,United States,military,terrorism,war,toplist12,American propaganda,Kathryn Bigelow,assassination,military,military,politics,terrorism,military,dramatic,Jessica Chastain,military,terrorism,American propaganda,assassination,CIA,complex morality,dramatic,Inaccurate,Jessica Chastain,Kathryn Bigelow,military,Osama bin Laden,Pakistan,politics,propaganda,terrorism,torture,war,FAVORITE,slow,Afghanistan,assassination,assault,CIA,interrogation,military,Pakistan,politics,terrorism,torture,war,American propaganda,propaganda"
98963,"brazilian,class differences,masturbation,neighbor,pot smoking,racial tension,real estate,washing machine,artsy,Brazil,brazilian,neighbor,racial tension,real estate,Kleber Mendonça Filho,Brazil,artsy,brazilian,slow-paced"
98973,"climate change,cryosphere,environmental change ,field research,glacier,global warming,melting glacier,polar ice cap,glacier,global warming,ice,photographer,photography,climate change,Jeff Orlowski,glacier,photography,Netflix Finland"
98975,"body horror,celebrity,future,injection,metamorphosis,satire,tech noir,virus,Body Horror,No Nudity,social commentary,Visually Appealing,bleedin,Canadian,disease,social commentary,satire,Body Horror,Caleb Landry Jones,celebrity,near future,neo noir,noir,Body Horror,disease,noir,social commentary,Body Horror,social commentary,future"
98981,"beginning,cinema,film and cinema,france,train,train station,free to download,short,trains,youtube,Auguste Lumière,Louis Lumière"
98983,"crook,falling in love,paris,thief,transformation"
98985,"Bernard Campan,Didier Bourdon,France,French,French Film"
98989,"blood,blood bath,computer,extreme violence,heroism,suspense"
98991,"mansion,musician,party,rock star,slacker,underwear,nudity (topless)"
98994,"Criterion,legend,power,sailor,Orson Welles,BD-R"
98996,"movie business,shakespeare,Orson Welles"
99007,"comedic horror,cured by love/hope,unconventional,unconventional zombies,zombies,comedic horror,zombies,based on young adult novel,dystopia,interspecies romance,post-apocalyptic,zombie,zombie apocalypse,cured by love/hope,based on a book,post-apocalyptic,zombies,cured by love/hope,self-aware,sweet,based on a book,comedic horror,Nicholas Hoult,post-apocalyptic,Well Plotted,comedy,romance,zombies,chick flick,Cured by love,cured by love/hope,soundtrack,comedic horror,Cured by love,funny,sweet,well plotted,zombies,soundtrack,romance,zombies,zombies,comedic horror,funny,unconventional,based on a book,comedic horror,cured by love/hope,funny,post-apocalyptic,zombie,zombies,zombies,based on a book,funny,post-apocalyptic,quirky romantic,romance,zombies,Jonathan Levine,offbeat,zombies,comedic horror,funny,post-apocalyptic,unconventional,zombies,comedic horror,cured by love/hope,post-apocalyptic,quirky,unconventional,unconventional zombies,zombies,cured by love/hope,comedic horror,metaphorical,post-apocalyptic,unconventional,romance,funny,post-apocalyptic,romance,zombies,funny,post-apocalyptic,unconventional,zombies,cured by love/hope,post-apocalyptic,funny,romance,unconventional,cured by love/hope,unconventional,zombies,comedic horror,post-apocalyptic,romance,unconventional,feel good movie,funny,unconventional,comedic horror,cured by love/hope,romance,Self-Aware Zombies,unconventional zombies,Well Plotted,Zombies,sweet,unconventional,comedic horror,funny,unconventional,zombies,zombie,comedic horror,romance,unconventional,zombies,comedic horror,chick flick,comedic horror,post-apocalyptic,zombies,cured by love/hope,Slow,zombies,zombies,great narration,Nicholas Hoult,post-apocalyptic,zombies,funny,quirky,quirky romantic,unconventional,funny,horrible,zombies,comedic horror,comedic horror,funny,post-apocalyptic,comedic horror,romance,Well Plotted,cure,zombies"
99020,politics
99022,"gambler,pre-code"
99024,"blackout,blood splatter,cook,criminally insane,extreme violence,flashlight,inmate,insane asylum,kitchen,security guard,self mutilation,severed head,stabbed to death,storm,washington,asylum,mental illness"
99026,nudity (topless)
99030,"arthaus,dog,kidnapping,surreal,dog,kidnapping,surreal,weird,weird"
99041,"anal sex,bisexuality,homosexuality,lesbian director,lesbian sex,unsimulated sex,woman director,foreign language,lesbian,religion,sex,Spanish,spanish lanuage,teenage girl,nudity (topless),religion,bisexual female,disjointed,queer,parent-children relationship,sex,bisexual,blog,cancer,evangelical,lesbian,Nudity (Topless),parent-children relationship,sex,teenage girl"
99043,"abuse,india,based on a book,India,Thomas Hardy,adapted from:book,art house,based on a book,cinematography,Freida Pinto,India,suicide,visually appealing,based on a book,India,romance,adapted from:book,author:Thomas Hardy"
99045,"Xiaogang Feng,IMAX DMR,etaegeshelf"
99047,"abuse,brainwashing,chained,childhood trauma,desolation,incest overtones,isolated house,misogynist,protégé,rap music,serial killer,serial rapist,slave,taxi driver,woman director,incest,kidnapping,serial killer,incest,incest overtones,abduction,disturbing,disturbing,pychologically thrilling,violent,btaege,abduction,generic plot twist,gore,Vincent D'Onofrio"
99054,"Nudity (Full Frontal - Notable),fetish,obsession,sex,shoe,woman director,Nudity (Full Frontal - Notable),nudity (full frontal),Insanely Hot Actress"
99056,"castle,cat,doctor,female homosexuality,harem,hypnotism,independent film,kidnapping,los angeles,mansion,murder,vampire,castle,hypnotism,kidnapping,mansion,vampire,BD-R,etaege,vampire"
99058,"nudity (topless),Hates itself,mean-spirited,nihilism,depressing,no plot,suprisingly good performances,Tim Heidecker,unbelievably sad,comedy,depressing,mean-spirited,nihilism"
99061,"etaegeshelf,black widow,bollywood,colonialism,dark comedy,romance,serial killer"
99064,"ghosts,obsession,vengeful spirit,ghosts,obsession,vengeful spirit"
99068,"castle,murder,nudity (topless),serial killer,World War I"
99087,"athlete,field,mother,parent,parent child relationship,penalty kick,soccer,sport,soccer,sports,Catherine Zeta-Jones,Dennis Quaid,Gerard Butler,soccer,Uma Thurman,moms,soccer"
99089,"business man,doll,musical,soap opera,Irving Cummings,Shirley Temple,CLV"
99106,"guilt,inventor,parent child relationship,road trip,woman director,road trip,Barbra Streisand,Road Trip,Seth Rogen"
99108,"motorcycle,BD-Video"
99110,"boyfriend,break-up,ex-boyfriend,ex-girlfriend,girlfriend,sister,wedding,bad acting,Lizzy Caplan,drama,lizzy caplan,romcom,Lizzy Caplan"
99112,"detective,car chase,forgettable,without romance,investigation,sniper,without romance,based on novel or book,conspiracy,crime,detective,investigation,murder,police,quarry,sniper,usa,crime,old school,tedious,thriler,Werner Herzog,Action,cleavage,Good Ending,Justice,story,Tom Cruise,without romance,Action,conspiracy,plot twist,conspiracy,cleavage,without romance,corruption,investigation,Rosamund Pike,sniper,thriller,Action,Jai Courtney,Tom Cruise,conspiracy,sniper,Tom Cruise,Tom Cruise,investigation,without romance,sniper,without romance,Action,conspiracy,Good Ending,Tom Cruise,car chase,torrential downpour,conspiracy,based on a book,car chase,conspiracy,crime,detective,investigation,sniper,without romance,Action,conspiracy,investigation,sniper,Tom Cruise,sniper,Action,story,Tom Cruise,without romance,Action,conspiracy,crime,detective,Good Ending,investigation,Action,investigation,Tom Cruise,Rosamund Pike,Tom Cruise,conspiracy,Good Ending,investigation,plot twist,Tom Cruise,without romance,conspiracy,framed,slow start,tedious,Tom Cruise,without romance,Action,car chase,conspiracy,detective,sniper,Tom Cruise,Action,conspiracy,investigation,sniper,without romance,Christopher McQuarrie,Rosamund Pike,Tom Cruise,Werner Herzog,Action,conspiracy,framed,investigation,slow start,sniper,Tom Cruise,without romance,detective,Action,car chase,plot twist,slow start,sniper,tedious,Tom Cruise,cleavage,Jai Courtney,Tom Cruise,Action,conspiracy,detective,investigation,sniper,Tom Cruise,Action,Tom Cruise,conspiracy,detective,plot twist,Tom Cruise,conspiracy,investigation,sniper,Tom Cruise,without romance,conspiracy,car chase,Christopher McQuarrie,cleavage,conspiracy,corruption,crime,detective,framed,investigation,Jai Courtney,lawyer,murder,old school,plot twist,police,Rosamund Pike,sniper,thriller,Tom Cruise,Werner Herzog,without romance,Tom Cruise,Action,Justice,Tom Cruise,cat-and-mouse,conspiracy,corruption,crime,framed,investigation,lawyer,old school,sniper,violent,Tom Cruise,Action,Good Ending,Justice,Rosamund Pike,Tom Cruise"
99114,"Funny,Great performances,Leonardo DiCaprio,Quentin Tarantino,Samuel L. Jackson,Leonardo DiCaprio,Quentin Tarantino,Revenge,Samuel L. Jackson,violence,funny scenes,slavery,action,funny,good soundtrack,Great performances,Humour,Leonardo DiCaprio,Quentin Tarantino,Revenge,Samuel L. Jackson,Soundtrack,violence,visually appealing,western,Christoph Waltz,Jamie Foxx,Leonardo DiCaprio,slavery,spaghetti western,imdb top 250,slavery,Quentin Tarantino,revenge,visually appealing,19th century,aftercreditsstinger,black slave,bounty hunter,danger,deadly,dentist,django,friends,friendship,hero,odd couple,plantation,racism,rescue,revenge,rivalry,shootout,society,funny,Great performances,Jamie Foxx,Leonardo DiCaprio,Quentin Tarantino,Samuel L. Jackson,violence,Christoph Waltz,Leonardo DiCaprio,Quentin Tarantino,slavery,Soundtrack,Spaghetti Western,too long,visually appealing,soundtrack,19th century,Over the top,violence,visually appealing,action,good soundtrack,Great performances,Leonardo DiCaprio,Quentin Tarantino,western,epic,action,Christoph Waltz,funny,good soundtrack,Great performances,Humour,Leonardo DiCaprio,Quentin Tarantino,Samuel L. Jackson,Soundtrack,western,Quentin Tarantino,Great performances,Humour,racism,Soundtrack,visually appealing,violence,visually appealing,Great performances,w,good soundtrack,Quentin Tarantino,visually appealing,BOUNTY HUNTERS,germans,memasa's movies,brutal,funny,Leonardo DiCaprio,Over the top,Quentin Tarantino,Revenge,social commentary,violence,violent,visually appealing,brutal,Quentin Tarantino,BOUNTY HUNTERS,funny,Jamie Foxx,Jonah Hill,ku klux klan,Leonardo DiCaprio,Over the top,Quentin Tarantino,racism,Revenge,Samuel L. Jackson,slavery,Spaghetti Western,violence,violent,Oscar Nominee: Best Picture,Oscar Nominee: Best Picture 2012,hilarious,western,19th century,desert,drama,Leonardo DiCaprio,murder,music,Quentin Tarantino,racism,Revenge,Spaghetti Western,violence,Christoph Waltz,19th century,action,bad ass,bounty hunter,BOUNTY HUNTERS,brutal,Christoph Waltz,comedy,Don Johnson,drama,epic,Flashbacks,funny,good soundtrack,Great performances,Humour,imdb top 250,Jamie Foxx,Jonah Hill,ku klux klan,Leonardo DiCaprio,long,murder,music,Over the top,profanity,Quentin Tarantino,racism,rescue loved ones,Revenge,Samuel L. Jackson,self indulgent,slavery,Soundtrack,Spaghetti Western,too long,violence,violent,visually appealing,western,Quentin Tarantino,violence,badass,bounty hunter,BOUNTY HUNTERS,Christoph Waltz,comedy,drama,epic,funny,good soundtrack,Great dialogues,great performances,imdb top 250,Jamie Foxx,Jonah Hill,Leonardo DiCaprio,murder,music,oscar (best original screenplay),profanity,Quentin Tarantino,rescue loved ones,revenge,Samuel L. Jackson,shootout,slavery,soundtrack,spaghetti western,visually appealing,western,brutal,long,slavery,bad ass,19th century,brutal,drama,murder,racism,Revenge,violence,visually appealing,western,overrated,predictable,Quentin Tarantino,Revenge,western,bad physics,Christoph Waltz,Jamie Foxx,Over the top,Quentin Tarantino,slavery,Soundtrack,western,Christoph Waltz,Funny,Great performances,Leonardo DiCaprio,Quentin Tarantino,Samuel L. Jackson,Quentin Tarantino,Samuel L. Jackson,Oscar Nominee: Best Picture,Watched,Great performances,Humour,Soundtrack,19th century,BOUNTY HUNTERS,drama,good soundtrack,Great performances,Humour,Over the top,Slavery,Soundtrack,Spaghetti Western,violence,visually appealing,western,funny,visually appealing,Funny,Quentin Tarantino,Spaghetti Western,violence,Christoph Waltz,Leonardo DiCaprio,music,Quentin Tarantino,Samuel L. Jackson,violence,visually appealing,action,Quentin Tarantino,Revenge,brutal,Christoph Waltz,funny,Leonardo DiCaprio,Revenge,slavery,violent,Leonardo DiCaprio,Humour,violence,violence,violent,19th century,Revenge,western,Soundtrack,19th century,action,BOUNTY HUNTERS,brutal,drama,Flashbacks,Funny,Great performances,Leonardo DiCaprio,Quentin Tarantino,Revenge,Samuel L. Jackson,Slavery,Spaghetti Western,visually appealing,western,Revenge,violence,Leonardo DiCaprio,Samuel L. Jackson,19th century,Great dialogues,Great performances,imdb top 250,Leonardo DiCaprio,Over the top,Quentin Tarantino,spaghetti western,violent,visually appealing,Christoph Waltz,Great performances,Leonardo DiCaprio,Quentin Tarantino,Samuel L. Jackson,visually appealing,Soundtrack,visually appealing,Christoph Waltz,Humour,Quentin Tarantino,violence,violent,visually appealing,violent,epic,Flashbacks,funny,good soundtrack,Great performances,Humour,Leonardo DiCaprio,music,Revenge,Soundtrack,visually appealing,Quentin Tarantino,Spaghetti Western,visually appealing,violent,epic,Great dialogues,Quentin Tarantino,revenge,too long,visually appealing,Christoph Waltz,funny,Leonardo DiCaprio,Jamie Foxx,Leonardo DiCaprio,Revenge,Samuel L. Jackson,good soundtrack,Jamie Foxx,ku klux klan,lack of female characters,racism,Revenge,bad ass,bounty hunter,Christoph Waltz,funny,Great performances,great story,Quentin Tarantino,Revenge,Leonardo DiCaprio,Quentin Tarantino,violence,funny,Great performances,Revenge,Soundtrack,violence,Leonardo DiCaprio,Quentin Tarantino,bounty hunter,BOUNTY HUNTERS,Christoph Waltz,gore,lack of female characters,long,self indulgent,too long,Quentin Tarantino,visually appealing,19th century,bad ass,BOUNTY HUNTERS,brutal,Christoph Waltz,epic,funny,good soundtrack,Great dialogues,Great performances,Humour,Jamie Foxx,Jonah Hill,Leonardo DiCaprio,long,murder,music,Oscar Nominee: Best Picture,Quentin Tarantino,Revenge,Samuel L. Jackson,Soundtrack,too long,violence,visually appealing,western,19th century,Christoph Waltz,good soundtrack,Great dialogues,Samuel L. Jackson,Soundtrack,visually appealing,western,brutal,Christoph Waltz,Great performances,Leonardo DiCaprio,Quentin Tarantino,Revenge,Samuel L. Jackson,shootout,Soundtrack,standoff,violence,violent,visually appealing,western,Funny,Great performances,Samuel L. Jackson,violence,brutal,western,Christoph Waltz,Jamie Foxx,Leonardo DiCaprio,Over the top,Quentin Tarantino,Samuel L. Jackson,Spaghetti Western,first half of the movie,leonard DiCaprio's acting,opening song,songs,that hollywood blow everything up and one guy vs all  army thing.,waltz's character was same with his inglourious basterds character.,Leonardo DiCaprio,Quentin Tarantino,racism,slavery,visually appealing,Quentin Tarantino,Samuel L. Jackson,epic,funny,Great performances,Leonardo DiCaprio,Quentin Tarantino,visually appealing,western,19th century,Great dialogues,Jamie Foxx,Leonardo DiCaprio,Quentin Tarantino,revenge,Samuel L. Jackson,spaghetti western,visually appealing,western,violent,K,Jonah Hill,Quentin Tarantino,Revenge,visually appealing,Great performances,Leonardo DiCaprio,Quentin Tarantino,Revenge,Samuel L. Jackson,violence,good soundtrack,Quentin Tarantino,Revenge,Spaghetti Western,bounty hunter,murder,topic:racism,topic:slavery,violence,Leonardo DiCaprio,Samuel L. Jackson,Slavery,western,brutal,too long,violent,good soundtrack,Samuel L. Jackson,violence,weak plot,19th century,brutal,drama,Funny,Great performances,Leonardo DiCaprio,Quentin Tarantino,Revenge,Soundtrack,action,brutal,Christoph Waltz,funny,good soundtrack,Great dialogues,great performances,Jamie Foxx,Leonardo DiCaprio,Quentin Tarantino,revenge,Samuel L. Jackson,slavery,too long,violence,visually appealing,western,funny,Great performances,Revenge,visually appealing,brutal,good soundtrack,Quentin Tarantino,Samuel L. Jackson,visually appealing,Christoph Waltz,Jamie Foxx,Leonardo DiCaprio,Samuel L. Jackson,western,Christoph Waltz,Great performances,Humour,Quentin Tarantino,Soundtrack,Spaghetti Western,visually appealing,bounty hunter,escape,southern theme,funny,great performances,Leonardo DiCaprio,music,BD-R,BD-Video,DVD-Video,Christoph Waltz,Jamie Foxx,Jonah Hill,Leonardo DiCaprio,Overrated,Quentin Tarantino,Samuel L. Jackson,Violence,Western,Great performances,Over the top,Quentin Tarantino,Soundtrack,Spaghetti Western,tense,too long,violence,visually appealing,violent,too long,Quentin Tarantino,black,Leonardo DiCaprio,musics,Quentin Tarantino,action,Quentin Tarantino,Revenge,imdb top 250,Leonardo DiCaprio,profanity,Quentin Tarantino,spaghetti western,too long,western,Christoph Waltz,Funny,Leonardo DiCaprio,Christoph Waltz,Leonardo DiCaprio,Samuel L. Jackson,Christoph Waltz,Funny,Jamie Foxx,Jonah Hill,Quentin Tarantino,Revenge,Samuel L. Jackson,Spaghetti Western,violence,too long,Funny,Leonardo DiCaprio,Quentin Tarantino,violence,visually appealing,brutal,Christoph Waltz,Humour,Jonah Hill,Leonardo DiCaprio,profanity,Quentin Tarantino,Samuel L. Jackson,good soundtrack,Leonardo DiCaprio,violent,Christoph Waltz,funny,Great performances,Humour,Jamie Foxx,Kerry Washington,Leonardo DiCaprio,Over the top,Quentin Tarantino,racism,Revenge,Samuel L. Jackson,slavery,Soundtrack,violence,visually appealing,western,Christoph Waltz,funny,good soundtrack,Great performances,Leonardo DiCaprio,Over the top,Quentin Tarantino,Revenge,Samuel L. Jackson,slavery,Spaghetti Western,too long,violence,visually appealing,Jamie Foxx,Quentin Tarantino,social commentary,western,too long,visually appealing,Christoph Waltz,Great performances,Humour,Leonardo DiCaprio,Quentin Tarantino,Samuel L. Jackson,19th century,action,Christoph Waltz,DIVX,Don Johnson,Funny,imdb top 250,Leonardo DiCaprio,love,music,Quentin Tarantino,racism,Revenge,Samuel L. Jackson,violence,visually appealing,western,action,funny,good soundtrack,Leonardo DiCaprio,Quentin Tarantino,Revenge,Samuel L. Jackson,slavery,Spaghetti Western,visually appealing,western,Leonardo DiCaprio,Over the top,Quentin Tarantino,Samuel L. Jackson,slavery,overdone,visually appealing,horse killing,Leonardo DiCaprio,sadistic,violent,Quentin Tarantino,action,badass,good soundtrack,Jamie Foxx,Quentin Tarantino,Samuel L. Jackson,funny,Great performances,Humour,Leonardo DiCaprio,Over the top,Quentin Tarantino,racism,Revenge,Samuel L. Jackson,Spaghetti Western,violence,violent,visually appealing,Quentin Tarantino,brutal,Great performances,ku klux klan,Leonardo DiCaprio,profanity,Quentin Tarantino,racism,Revenge,Samuel L. Jackson,slavery,violence,violent,visually appealing,brutal,Leonardo DiCaprio,slavery,Christoph Waltz,Great performances,Leonardo DiCaprio,Quentin Tarantino,Samuel L. Jackson,Christoph Waltz,drama,funny,good soundtrack,great performances,Leonardo DiCaprio,Quentin Tarantino,Samuel L. Jackson,spaghetti western,visually appealing,Christoph Waltz,Great performances,Quentin Tarantino,Samuel L. Jackson,slavery,bad physics,self indulgent,Great dialogues,great story,Quentin Tarantino,visually appealing,violent,Christoph Waltz,too long,violence,western,Leonardo DiCaprio,love,great performances,great soundtrack,Quentin Tarantino,visually appealing,black people,brutal,lengthy,violence,Christoph Waltz,Don Johnson,Jamie Foxx,Leonardo DiCaprio,Over the top,Quentin Tarantino,Funny,Spaghetti Western,western,brutal,Leonardo DiCaprio,Over the top,Quentin Tarantino,Quentin Tarantino,action,Leonardo DiCaprio,Quentin Tarantino,Great performances,long,Quentin Tarantino,Christoph Waltz,Quentin Tarantino,Samuel L. Jackson,too long,western,good ending,too long,badass,Christoph Waltz,Great dialogues,Jamie Foxx,visually appealing,Quentin Tarantino,epic,funny,Great performances,Revenge,Christoph Waltz,Jamie Foxx,Leonardo DiCaprio,Quentin Tarantino,Samuel L. Jackson,western,action packed,gunfight,western,Christoph Waltz,Funny,Quentin Tarantino,Samuel L. Jackson,too long,western,19th century,bad ass,badass,epic,good soundtrack,Great performances,Leonardo DiCaprio,oscar (best original screenplay),oscar (best supporting actor),oscar nominee,Oscar Nominee: Best Picture,Quentin Tarantino,Soundtrack,visually appealing,western,Quentin Tarantino,Leonardo DiCaprio,Quentin Tarantino,Samuel L. Jackson,western,Leonardo DiCaprio,oscar,Quentin Tarantino,action,Christoph Waltz,funny,good soundtrack,Humour,Over the top,Quentin Tarantino,Revenge,Samuel L. Jackson,violence,visually appealing,Great performances,Leonardo DiCaprio,Quentin Tarantino,Revenge,Samuel L. Jackson,violence,visually appealing,western,19th century,action,bad ass,badass,bounty hunter,BOUNTY HUNTERS,brutal,Christoph Waltz,comedy,Don Johnson,drama,epic,Flashbacks,funny,good soundtrack,Great dialogues,Great performances,Humour,imdb top 250,Jamie Foxx,Jonah Hill,ku klux klan,Leonardo DiCaprio,long,murder,music,oscar (best original screenplay),oscar (best supporting actor),oscar nominee,Oscar Nominee: Best Picture,Over the top,profanity,Quentin Tarantino,racism,rescue loved ones,Revenge,Samuel L. Jackson,self indulgent,shootout,slavery,Soundtrack,Spaghetti Western,too long,violence,violent,visually appealing,western,Christoph Waltz,good soundtrack,Leonardo DiCaprio,Quentin Tarantino,Samuel L. Jackson,racism,slavery,violence,western,violent,Quentin Tarantino,Samuel L. Jackson,violence,violent,Christoph Waltz,Don Johnson,Flashbacks,Funny,Leonardo DiCaprio,Revenge,Samuel L. Jackson,Slavery,Spaghetti Western,Violence,BOUNTY HUNTERS,Jamie Foxx,Quentin Tarantino,southern,western,action,brutal,funny,Humour,racism,slavery,violence,violent,Christoph Waltz,visually appealing,western,action,Leonardo DiCaprio,Quentin Tarantino,visually appealing,western,Christoph Waltz,Great performances,Leonardo DiCaprio,Quentin Tarantino,Samuel L. Jackson,Slavery,Soundtrack,Spaghetti Western,violence,western,brutal,Christoph Waltz,Don Johnson,Flashbacks,Funny,Humour,Jamie Foxx,Jonah Hill,ku klux klan,Leonardo DiCaprio,long,murder,Over the top,Quentin Tarantino,Revenge,Samuel L. Jackson,Slavery,slow motion,Soundtrack,Spaghetti Western,too long,unoriginal,violence,period piece,19th century,Leonardo DiCaprio,Quentin Tarantino,Samuel L. Jackson,Spaghetti Western,western,Quentin Tarantino,revenge,Slavery,Spaghetti Western,Great performances,visually appealing,Jamie Foxx,Jonah Hill,Leonardo DiCaprio,Quentin Tarantino,Revenge,Samuel L. Jackson,Slavery,Spaghetti Western,western,Great performances,Leonardo DiCaprio,Quentin Tarantino,Revenge,Spaghetti Western,classic,Quentin Tarantino,humorous,Quentin Tarantino,Samuel L. Jackson,visually appealing,Quentin Tarantino,funny,Great performances,Over the top,Quentin Tarantino,good soundtrack,racism,slavery,Spaghetti Western,action,funny,good soundtrack,Great performances,Humour,Over the top,Quentin Tarantino,Revenge,violence,violent,visually appealing,good soundtrack,Great performances,toplist12,Christoph Waltz,great performances,Jamie Foxx,Leonardo DiCaprio,Samuel L. Jackson,Leonardo DiCaprio,Samuel L. Jackson,Quentin Tarantino,19th century,brutal,Christoph Waltz,damsel in distress,Great performances,Humour,Leonardo DiCaprio,long,Quentin Tarantino,racism,Revenge,Samuel L. Jackson,slavery,violence,visually appealing,western,rescue loved ones,brutal,Great dialogues,great performances,Leonardo DiCaprio,Quentin Tarantino,soundtrack,visually appealing,action,Humour,Over the top,Quentin Tarantino,Samuel L. Jackson,violence,visually appealing,Funny,Spaghetti Western,Christoph Waltz,funny,19th century,bounty hunter,Christoph Waltz,drama,epic,funny,great performances,Jamie Foxx,Jonah Hill,Leonardo DiCaprio,music,Quentin Tarantino,slavery,violence,visually appealing,Quentin Tarantino,Christoph Waltz,epic,funny,Great performances,Humour,Jamie Foxx,Leonardo DiCaprio,oscar nominee,plot,Quentin Tarantino,Revenge,Samuel L. Jackson,Soundtrack,violence,visually appealing,Quentin Tarantino,female character only a weak object that needs to be rescued,great performances,Leonardo DiCaprio,revenge,C. Waltz,Over the top,too long,bounty hunter(s),Quentin Tarantino,oscar (best original screenplay),oscar (best supporting actor),funny,good soundtrack,Great performances,Humour,Revenge,violence,visually appealing,exciting,good acting,slavery,some cliches,Christoph Waltz,Great performances,Quentin Tarantino,Quentin Tarantino,music,funny,Quentin Tarantino,long,slow motion,violence,Christoph Waltz,funny,Leonardo DiCaprio,racism,Samuel L. Jackson,19th century,action,Christoph Waltz,drama,Jamie Foxx,Jonah Hill,Leonardo DiCaprio,Quentin Tarantino,revenge,Samuel L. Jackson,slavery,spaghetti western,violence,western,Christoph Waltz,unoriginal,brutal,profanity,R,rated-R,violence,western,action,western,great performances,revenge,visually appealing,19th century,action,brutal,Christoph Waltz,Don Johnson,Jamie Foxx,Jonah Hill,Leonardo DiCaprio,murder,Over the top,Quentin Tarantino,racism,Revenge,Samuel L. Jackson,slavery,violence,violent,visually appealing,western,Funny,Quentin Tarantino,BOUNTY HUNTERS,Christoph Waltz,Great performances,Leonardo DiCaprio,Over the top,Quentin Tarantino,violence,visually appealing,action,murder,Samuel L. Jackson,drama,Great performances,Leonardo DiCaprio,Quentin Tarantino,Revenge,Samuel L. Jackson,Spaghetti Western,too long,western,good acting,good ending,Soundtrack,violent,19th century,bounty hunters,brutal,cast,desert,funny,ku klux klan,love,slavery,soundtrack,spaghetti western,tense,violence,violent,visually appealing,long,movielens top pick,Quentin Tarantino,predictable,Christoph Waltz,Funny,Jamie Foxx,Jonah Hill,Leonardo DiCaprio,Quentin Tarantino,Revenge,Samuel L. Jackson,Slavery,Spaghetti Western,violence,western,brutal,Great performances,Humour,southern,southern theme,violence,visually appealing,funny,Great performances,visually appealing"
99117,"funny,Apatow,dialogue,children,duringcreditsstinger,family relationships,financial problem,love,parenting,parents,wife husband relationship,funny,Apatow,funny,Leslie Mann,Paul Rudd,nudity (topless),sequel,funny,Leslie Mann,funny,Leslie Mann,Paul Rudd,sequel,funny,funny,Leslie Mann,Paul Rudd,dialogue,Leslie Mann,Megan Fox,Paul Rudd,R,judd apatow,funny,Paul Rudd,funny"
99122,"supernatural,vampirism,gore,practical FX,vampires"
99124,"animal attack,based on novel or book,blood,death,domineering mother,eaten alive,eaten by rats,independent film,maniac,murder,rat,revenge,violence,rats"
99126,"erotic movie,immigrant,paris,photography,politics,reality,sex,wife,nudity (full frontal),drama,romance,strong female lead"
99143,"aerialist,carnies,cirque du soleil,clown,mimes,music,surreal,IMAX Digital only,IMAX DMR 3-D,Stereoscopic 3-D,btaege,acrobat,circus,clowns,dance,surreal,The Beatles,very little dialogue"
